Job No,Date,(No column name),Weekday
2399639.00000,2020-07-16,4,2
2388973.01000,2020-07-08,3,2
2390000.00000,2020-07-07,2,3
2486407.00000,2020-10-18,7,6
2401031.01000,2020-07-18,6,5
2415576.00000,2020-07-30,4,2
2407604.00000,2020-07-23,4,2
2408646.00000,2020-07-23,4,1
2421829.00000,2020-08-04,2,3
2412977.00000,2020-07-27,1,2
2418802.01000,2020-08-04,2,1
2416625.00000,2020-07-30,4,1
2424633.00000,2020-08-06,4,1
2428841.01000,2020-08-12,3,2
2375792.01000,2020-06-23,2,3
2382412.01000,2020-07-02,4,3
2383803.00000,2020-07-02,4,2
2387030.01000,2020-07-07,2,1
2486402.00000,2020-10-18,7,6
2486403.00000,2020-10-18,7,6
2486406.00000,2020-10-18,7,6
2391738.00000,2020-07-09,4,2
2494279.00000,2020-10-03,6,2
2464944.00000,2020-09-10,4,1
2418521.00000,2020-07-30,4,3
2432697.00000,2020-08-13,4,1
2453993.00000,2020-09-01,2,3
2448710.00000,2020-08-27,4,1
2466876.00000,2020-09-10,4,5
2545249.00000,2020-11-19,4,3
2481516.01000,2020-09-26,6,5
2473057.00000,2020-09-17,4,1
2558600.00000,2020-12-01,2,1
2493277.00000,2020-10-06,2,3
2440697.00000,2020-08-20,4,1
2457256.01000,2020-09-05,6,5
2465342.01000,2020-09-12,6,5
2473469.01000,2020-09-19,6,5
2565530.02000,2020-12-05,6,5
2486405.00000,2020-10-18,7,6
2486404.00000,2020-10-18,7,6
2488603.01000,2020-10-03,6,5
2497303.01000,2020-10-10,6,5
2497303.02000,2020-10-10,6,5
2500592.01000,2020-10-06,2,1
2497085.00000,2020-10-07,3,1
2582356.01000,2020-12-23,3,2
2582370.01000,2020-12-23,3,2
2513114.01000,2020-10-24,6,5
2585823.00000,2020-12-25,5,4
2524880.01000,2020-11-04,3,2
2525898.00000,2020-11-03,2,3
2481111.00000,2020-09-24,4,1
2486409.00000,2020-10-18,7,6
2495778.00000,2020-10-02,5,2
2497084.00000,2020-10-07,3,1
2538754.00000,2020-11-04,3,2
2508967.01000,2020-10-21,3,2
2573897.01000,2020-12-16,3,2
2575141.00000,2020-12-02,3,2
2558445.00000,2020-12-01,2,3
2519728.02000,2020-10-30,5,4
2521101.01000,2020-10-31,6,5
2565687.01000,2020-12-09,3,2
2599601.00000,2021-01-05,2,3
2538010.00000,2020-11-17,2,5
2552184.01000,2020-11-27,5,4
2560153.01000,2020-12-02,3,2
2560384.01000,2020-12-04,5,4
2575140.00000,2020-12-02,3,2
2550440.00000,2020-11-22,7,1
2561569.00000,2020-11-28,6,5
2565530.01000,2020-12-05,6,5
2570015.01000,2020-12-12,6,5
2573883.01000,2020-12-16,3,2
2575142.00000,2020-12-02,3,2
2526057.00000,2020-11-03,2,1
2576793.01000,2020-12-18,5,4
2650695.01000,2021-02-19,5,4
2582141.00000,2020-12-11,5,1
2582146.00000,2020-12-19,6,1
2664233.01000,2021-03-03,3,2
2665272.00000,2021-03-02,2,3
2596084.00000,2020-12-31,4,5
2631321.01000,2021-02-03,3,2
2653935.02000,2021-02-23,2,1
2591738.00000,2020-12-25,5,4
2598366.01000,2021-01-04,1,6
2625904.01000,2021-01-29,5,4
2582204.00000,2021-01-01,5,1
2627157.00000,2021-01-01,5,1
2627319.01000,2021-01-30,6,5
2582140.00000,2020-12-11,5,1
2680791.01000,2021-03-17,3,2
2685990.01000,2021-03-18,4,5
2604424.00000,2021-01-11,1,2
2647768.01000,2021-02-17,3,2
2667081.01000,2021-03-05,5,4
2675370.01000,2021-03-12,5,4
2655995.01000,2021-02-24,3,2
2624120.00000,2021-01-13,3,2
2637483.02000,2021-02-09,2,1
2632340.00000,2021-02-02,2,3
2639559.01000,2021-02-10,3,2
2643863.01000,2021-02-13,6,5
2683693.01000,2021-03-19,5,4
2683765.02000,2021-03-19,5,4
2652129.02000,2021-02-20,6,5
2672514.01000,2021-03-10,3,2
2673856.01000,2021-03-11,4,3
2691862.00000,2021-03-23,2,3
2671629.01000,2021-03-09,2,1
